id,voter,author,permlink,weight,value,timestamp
NULL,dulowegner,dulowegner,margintoken-review,10000,0,2019-02-03 11:15:39
NULL,steeming-hot,ebargains,ebargains-1549193049819-ebargainss-feed-20190203-122409,25,0,2019-02-03 11:15:39
NULL,cyberspacegod,jaimiejaimie,meeeeeee,10000,0,2019-02-03 11:15:39
NULL,heriafriadiaka,steemiteducation,day-562-come-join-and-support-our-community-of-teachers,10000,0,2019-02-03 11:15:39
NULL,mindbuilder-sc,steemengineteam,philippines-its-time-to-hop-aboard-the-steemengine-2019-02-03,10000,0,2019-02-03 11:15:39
NULL,zikaa,niel96,fkqen96qq,10000,0,2019-02-03 11:15:39
NULL,yougotresteemed,gguy773,pizza-pockets-6f2cf81c6eeb3,10000,0,2019-02-03 11:15:39
NULL,big-e,chbartist,why-is-it-important-to-have-heroes-in-your-life,10000,0,2019-02-03 11:15:39
NULL,mozom,krutilla,myths-about-bitcoin-continuation,10000,0,2019-02-03 11:15:39
NULL,baronbank,happy33,tt20190202t023429573z,10000,0,2019-02-03 11:15:39
NULL,noticierobitcoin,legitonlinebiz,611p53kp,10000,0,2019-02-03 11:15:39
NULL,layra,chbartist,success-story-7-the-difficult-life-of-selena-gomez-and-how-she-defeated-her-disease,10000,0,2019-02-03 11:15:39
NULL,svirus,smallsteps,flus-and-blues,6000,0,2019-02-03 11:15:39
NULL,samet61,steemengineteam,philippines-its-time-to-hop-aboard-the-steemengine-2019-02-03,10000,0,2019-02-03 11:15:39
NULL,mbappe,salmannaqvi,uf4vda9i,300,0,2019-02-03 11:15:39
NULL,ozioziozio,megafart,re-jaki01-germany-is-getting-so-dirty-deutschland-wird-immer-vermuellter-20190128t215613187z,9350,0,2019-02-03 11:15:39
NULL,htwegyi,asterkame,how-to-make-paper-pencil-holder-728e1924936ed,8000,0,2019-02-03 11:15:39
NULL,zikaa,gguy773,pizza-pockets-6f2cf81c6eeb3,10000,0,2019-02-03 11:15:39
NULL,kyawhlaing,chbartist,success-story-7-the-difficult-life-of-selena-gomez-and-how-she-defeated-her-disease,10000,0,2019-02-03 11:15:39
NULL,suoerpman56738,legitonlinebiz,611p53kp,10000,0,2019-02-03 11:15:39
NULL,lolicorn,cryptoewp,re-rabeel-rsv-respiratory-virus-detection-in-kids-20190203t110758360z,1000,0,2019-02-03 11:15:39
NULL,todayornever,chbartist,why-is-it-important-to-have-heroes-in-your-life,10000,0,2019-02-03 11:15:39
NULL,randcorp,krutilla,myths-about-bitcoin-continuation,10000,0,2019-02-03 11:15:39
NULL,booting,niel96,fkqen96qq,10000,0,2019-02-03 11:15:39
NULL,anasya,purepinay,actifit-purepinay-20190203t105817938z,10000,0,2019-02-03 11:15:39
NULL,steeming-hot,dulowegner,margintoken-review,25,0,2019-02-03 11:15:39
NULL,maria86,steemengineteam,philippines-its-time-to-hop-aboard-the-steemengine-2019-02-03,10000,0,2019-02-03 11:15:39
NULL,blazing,onceuponatime,work-first-then-reward,10000,0,2019-02-03 11:15:39
NULL,raphead,nodex,daily-sbd-steem-report-02-03-19-tglicher-sbd-steem-bericht-030219-en-de,10000,0,2019-02-03 11:15:39
NULL,bitrocker2020,djlethalskillz,backend-alpha-kw-50-appics-im-10082,3500,0,2019-02-03 11:15:39
NULL,heonbros,investmentreport,20190203t110000729z,10000,0,2019-02-03 11:15:39
NULL,edprivat,djlethalskillz,backend-alpha-kw-50-appics-im-10082,10000,0,2019-02-03 11:15:39
NULL,livertonses,rorxco,grain-is-good---35mm-2019-1-0-10-18-31,2400,0,2019-02-03 11:15:39
NULL,football-365,niel96,fkqen96qq,10000,0,2019-02-03 11:15:39
NULL,sofia-darling,legitonlinebiz,611p53kp,10000,0,2019-02-03 11:15:39
NULL,zipsardinia,chbartist,success-story-7-the-difficult-life-of-selena-gomez-and-how-she-defeated-her-disease,10000,0,2019-02-03 11:15:39
NULL,protons,krutilla,myths-about-bitcoin-continuation,10000,0,2019-02-03 11:15:39
NULL,phunuvnn,chbartist,why-is-it-important-to-have-heroes-in-your-life,10000,0,2019-02-03 11:15:39
NULL,acousticsteveo,braaiboy,we-need-just-14-of-you-to-please-vote-in-this-poll,10000,0,2019-02-03 11:15:39
NULL,arconite,stortebeker,steemmonsters-a-worthwhile-game-in-every-respect,50,0,2019-02-03 11:15:39
NULL,stevekay,steemengineteam,philippines-its-time-to-hop-aboard-the-steemengine-2019-02-03,10000,0,2019-02-03 11:15:39
NULL,realcleaner,whalecreator,re-habibabiba-colourful-bracelet-20190203t105805107z,-53,0,2019-02-03 11:15:39
NULL,veggie-sloth,firesteem,bezpieczenstwo-podczas-uzywania-urzadzen-i-instalacji-gazowych-w-budynkach-mieszkalnych,10000,0,2019-02-03 11:15:39
NULL,medha,megafart,re-jaki01-germany-is-getting-so-dirty-deutschland-wird-immer-vermuellter-20190128t215613187z,3850,0,2019-02-03 11:15:39
NULL,football-365,gguy773,pizza-pockets-6f2cf81c6eeb3,10000,0,2019-02-03 11:15:39
NULL,jmehta,playdice,20190203070012816-diceroll,2700,0,2019-02-03 11:15:39
NULL,babatunde123,legitonlinebiz,611p53kp,10000,0,2019-02-03 11:15:39
NULL,jona12,chbartist,success-story-7-the-difficult-life-of-selena-gomez-and-how-she-defeated-her-disease,10000,0,2019-02-03 11:15:39
NULL,knot,niel96,fkqen96qq,10000,0,2019-02-03 11:15:39
NULL,senro888,krutilla,myths-about-bitcoin-continuation,10000,0,2019-02-03 11:15:39
NULL,millibot,dulowegner,margintoken-review,500,0,2019-02-03 11:15:39
NULL,bigtiddygothgirl,steemengineteam,philippines-its-time-to-hop-aboard-the-steemengine-2019-02-03,10000,0,2019-02-03 11:15:39
NULL,coinzzz,chbartist,why-is-it-important-to-have-heroes-in-your-life,10000,0,2019-02-03 11:15:39
NULL,accelerator,simonmaz,estrellas-xxxii-relatando-la-realidad-s-pegasi,119,0,2019-02-03 11:15:39
NULL,devsup,borispicklebum,backend-alpha-kw-50-appics-im-10083,69,0,2019-02-03 11:15:39
NULL,ammonite,thermoplastic,of-copyright-issues-public-domain-creative-commons-cabbages-kings-and-fools,10000,0,2019-02-03 11:15:39
NULL,steemflow,samest,3-psychology-in-time-and-money,409,0,2019-02-03 11:15:39
NULL,sbi-booster,scrawly,getting-ready,2500,0,2019-02-03 11:15:39
NULL,heidimarie,markkujantunen,english-licorice,10000,0,2019-02-03 11:15:39
NULL,tilenpirih,legitonlinebiz,611p53kp,10000,0,2019-02-03 11:15:39
NULL,sanderjansenart,qurator,the-daily-qurator-503,10000,0,2019-02-03 11:15:39
NULL,everrich,niel96,fkqen96qq,10000,0,2019-02-03 11:15:39
NULL,smartbcamp,steemengineteam,philippines-its-time-to-hop-aboard-the-steemengine-2019-02-03,10000,0,2019-02-03 11:15:39
NULL,saruman,krutilla,myths-about-bitcoin-continuation,10000,0,2019-02-03 11:15:39
NULL,sm-trader,chbartist,why-is-it-important-to-have-heroes-in-your-life,10000,0,2019-02-03 11:15:39
NULL,mrainp420,megafart,re-jaki01-germany-is-getting-so-dirty-deutschland-wird-immer-vermuellter-20190128t215613187z,3850,0,2019-02-03 11:15:39
NULL,karbon,hangin,daily-pet-photography-event-day-395,10000,0,2019-02-03 11:15:39
NULL,chwaqas,roger5120,roger5120-re-masoom-actifit-masoom-20190202t174542891z,2000,0,2019-02-03 11:15:39
NULL,flagabot,whalecreator,re-habibabiba-colourful-bracelet-20190203t105805107z,-53,0,2019-02-03 11:15:39
NULL,steeming-hot,bji1203,steemmonsters--1549193019764,25,0,2019-02-03 11:15:39
NULL,cryptotradingfr,purepinay,actifit-purepinay-20190203t105817938z,2000,0,2019-02-03 11:15:39
NULL,ironclad010,gregorypatrick,tom-delonge-from-blink-182-and-his-connection-to-john-podesta-how-his-full-book-sekret-machines-was-leaked-and-is-now-free-to,8000,0,2019-02-03 11:15:39
NULL,deeday31,purepinay,actifit-purepinay-20190203t105817938z,10000,0,2019-02-03 11:15:39
NULL,byn,dreemsteem,transparent-as-glass-spunkee-monkee-s-financial-records,510,0,2019-02-03 11:15:39
NULL,cst90,niel96,fkqen96qq,10000,0,2019-02-03 11:15:39
NULL,lovelu3650,legitonlinebiz,611p53kp,10000,0,2019-02-03 11:15:39
NULL,big-m,chbartist,why-is-it-important-to-have-heroes-in-your-life,10000,0,2019-02-03 11:15:39
NULL,manchupichu,krutilla,myths-about-bitcoin-continuation,10000,0,2019-02-03 11:15:39
NULL,steem-plus,thew0lf0fcrypt0,thew0lf0fcrypt0-1549154262544-streaming-and-chilling--tune-in--shaded,24,0,2019-02-03 11:15:39
NULL,nairadaddy,menoski,braillenote-apex-bt-32-world-s-thinnest-and-lightest-braille-notetaker,5000,0,2019-02-03 11:15:39
NULL,nurulsafitri,steemengineteam,philippines-its-time-to-hop-aboard-the-steemengine-2019-02-03,10000,0,2019-02-03 11:15:39
NULL,wallacecarranza,chbartist,success-story-7-the-difficult-life-of-selena-gomez-and-how-she-defeated-her-disease,10000,0,2019-02-03 11:15:39
NULL,knot,gguy773,pizza-pockets-6f2cf81c6eeb3,10000,0,2019-02-03 11:15:39
NULL,xazid,sgbonus,onelast-final-push-please-support-us-1549130754356,10000,0,2019-02-03 11:15:39
NULL,kosikredki,chbartist,success-story-7-the-difficult-life-of-selena-gomez-and-how-she-defeated-her-disease,10000,0,2019-02-03 11:15:39
NULL,thearned,wandrnrose7,the-exception-f3ceoc20,10000,0,2019-02-03 11:15:39
NULL,nailyourhome,cheretta,guacamole-qv0g0g6yqw,160,0,2019-02-03 11:15:39
NULL,delegate4upvot,cheretta,guacamole-qv0g0g6yqw,160,0,2019-02-03 11:15:39
NULL,millibot,ebargains,ebargains-1549193049819-ebargainss-feed-20190203-122409,500,0,2019-02-03 11:15:39
NULL,beetlevc,selxy,tt20190203t112029611z,200,0,2019-02-03 11:15:39
NULL,untimelyweenie,donald.porter,chart-of-the-day-xy-oracle-usdxyo,2600,0,2019-02-03 11:15:39
NULL,nirjor,steemengineteam,philippines-its-time-to-hop-aboard-the-steemengine-2019-02-03,10000,0,2019-02-03 11:15:39
NULL,aleatory,krutilla,myths-about-bitcoin-continuation,10000,0,2019-02-03 11:15:39
NULL,peasuwarl2837,legitonlinebiz,611p53kp,10000,0,2019-02-03 11:15:39
NULL,gamemusic,chbartist,success-story-7-the-difficult-life-of-selena-gomez-and-how-she-defeated-her-disease,10000,0,2019-02-03 11:15:39
NULL,lifewithcrypto,niel96,fkqen96qq,10000,0,2019-02-03 11:15:39
NULL,peacewarriorette,megafart,re-jaki01-germany-is-getting-so-dirty-deutschland-wird-immer-vermuellter-20190128t215613187z,9350,0,2019-02-03 11:15:39
NULL,everrich,gguy773,pizza-pockets-6f2cf81c6eeb3,10000,0,2019-02-03 11:15:39
NULL,tangela,chbartist,why-is-it-important-to-have-heroes-in-your-life,10000,0,2019-02-03 11:15:39
NULL,halloweenday,daveks,3zh7zt-around-the-canadian-rockies-in-colour-and-black-and-white,2500,0,2019-02-03 11:15:39
NULL,steeming-hot,stephen-somers,trash-or-treasure-my-zimbabwean-coins-and-notes-edda7bd89123a,25,0,2019-02-03 11:15:39
NULL,raphaelle,stortebeker,steemmonsters-a-worthwhile-game-in-every-respect,400,0,2019-02-03 11:15:39
NULL,saintsweeto,chucknorrisfacts,daily-chuck--2019-01-31,10000,0,2019-02-03 11:15:39
NULL,jmehta,playdice,20190203043012812-diceroll,2700,0,2019-02-03 11:15:39
NULL,scironlian,steemengineteam,philippines-its-time-to-hop-aboard-the-steemengine-2019-02-03,10000,0,2019-02-03 11:15:39
NULL,theprism,chbartist,success-story-7-the-difficult-life-of-selena-gomez-and-how-she-defeated-her-disease,10000,0,2019-02-03 11:15:39
NULL,shoutloud,krutilla,myths-about-bitcoin-continuation,10000,0,2019-02-03 11:15:39
NULL,fahmidamti,legitonlinebiz,611p53kp,10000,0,2019-02-03 11:15:39
NULL,cst90,gguy773,pizza-pockets-6f2cf81c6eeb3,10000,0,2019-02-03 11:15:39
NULL,eletom,niel96,fkqen96qq,10000,0,2019-02-03 11:15:39
NULL,tonyudo57,chbartist,why-is-it-important-to-have-heroes-in-your-life,10000,0,2019-02-03 11:15:39
NULL,magnapolonia,magnapolonia,wprowincjidajraz-zauramerykaskielotnictwozbombardowaopozycjesyryjskiejartyleriipoczymnastpiatakoddziawisis-p0fqf5nyzh,10000,0,2019-02-03 11:15:39
NULL,gaurav9971,venomnymous,flyer-from-1939-exposes-who-runs-hollywood,10000,0,2019-02-03 11:15:39
NULL,semtroneum,master-set,28pg9t-funday-make-me-laugh-and-get-some-steem-steem-bounty,10000,0,2019-02-03 11:15:39
NULL,vaibhavrock,legitonlinebiz,611p53kp,10000,0,2019-02-03 11:15:39
NULL,thematrax,krutilla,myths-about-bitcoin-continuation,10000,0,2019-02-03 11:15:39
NULL,bitcoinbarometer,chbartist,success-story-7-the-difficult-life-of-selena-gomez-and-how-she-defeated-her-disease,10000,0,2019-02-03 11:15:39
NULL,sxlingsxlang,megafart,re-jaki01-germany-is-getting-so-dirty-deutschland-wird-immer-vermuellter-20190128t215613187z,9350,0,2019-02-03 11:15:39
NULL,lifewithcrypto,gguy773,pizza-pockets-6f2cf81c6eeb3,10000,0,2019-02-03 11:15:39
NULL,karbon,barski,colorchallenge-purple-sunday-salvia,10000,0,2019-02-03 11:15:39
NULL,edthecanadian,ronaldoavelino,336-african-animals-part-3,865,0,2019-02-03 11:15:39
NULL,amayahaley21,rosbellycc,dance-contest-week-78,100,0,2019-02-03 11:15:39
NULL,maitre,artysteps,purple-water-droplets,10000,0,2019-02-03 11:15:39
NULL,isaganispeaks,niel96,fkqen96qq,10000,0,2019-02-03 11:15:39
NULL,chwaqas,anttn,lhshesy7,2000,0,2019-02-03 11:15:39
NULL,amymya,tuckerjtruman,qyk52zvw,170,0,2019-02-03 11:15:39
NULL,jdc,gregorypatrick,tom-delonge-from-blink-182-and-his-connection-to-john-podesta-how-his-full-book-sekret-machines-was-leaked-and-is-now-free-to,690,0,2019-02-03 11:15:39
NULL,bananamemos,mhm-philippines,actifit-mhm-philippines-20190203t110534720z,10000,0,2019-02-03 11:15:39
NULL,photofriend,mhm-philippines,actifit-mhm-philippines-20190203t110534720z,2300,0,2019-02-03 11:15:39
NULL,wakeupnd,gregorypatrick,tom-delonge-from-blink-182-and-his-connection-to-john-podesta-how-his-full-book-sekret-machines-was-leaked-and-is-now-free-to,2500,0,2019-02-03 11:15:39
NULL,levieuxours,chbartist,why-is-it-important-to-have-heroes-in-your-life,10000,0,2019-02-03 11:15:39
NULL,insanityisfree,gregorypatrick,tom-delonge-from-blink-182-and-his-connection-to-john-podesta-how-his-full-book-sekret-machines-was-leaked-and-is-now-free-to,4600,0,2019-02-03 11:15:39
NULL,bangkokbrit,chucknorrisfacts,daily-chuck--2019-01-31,10000,0,2019-02-03 11:15:39
NULL,miguelalonso1,steemengineteam,philippines-its-time-to-hop-aboard-the-steemengine-2019-02-03,10000,0,2019-02-03 11:15:39
NULL,gryphon,master-set,28pg9t-funday-make-me-laugh-and-get-some-steem-steem-bounty,5000,0,2019-02-03 11:15:39
NULL,science.fiction,chbartist,success-story-7-the-difficult-life-of-selena-gomez-and-how-she-defeated-her-disease,10000,0,2019-02-03 11:15:39
NULL,ahmedibrahem,legitonlinebiz,611p53kp,10000,0,2019-02-03 11:15:39
NULL,eletom,gguy773,pizza-pockets-6f2cf81c6eeb3,10000,0,2019-02-03 11:15:39
NULL,amirul,chbartist,why-is-it-important-to-have-heroes-in-your-life,10000,0,2019-02-03 11:15:39
NULL,ghulan,krutilla,myths-about-bitcoin-continuation,10000,0,2019-02-03 11:15:39
NULL,devsup,mafufuma,ntopaz--mafufuma--1501701888--ntopaz-photography-longexposure-lightpainting-art--2019-02-03-12-10-51--artwork--none,69,0,2019-02-03 11:15:39
NULL,intrepidthinker,niel96,fkqen96qq,10000,0,2019-02-03 11:15:39
NULL,jmehta,playdice,20190203020012805-diceroll,2700,0,2019-02-03 11:15:39
NULL,gravityy,markus.light,20190203t105327766z-flip-intro-music,8000,0,2019-02-03 11:15:39
NULL,ivansnz,ivansnz,ivansnz-1549192184275-perfspots-on-ivansnzs-instagram-20190203,10000,0,2019-02-03 11:15:39
NULL,millibot,tatyanafil,winter-photo,500,0,2019-02-03 11:15:39
NULL,pampel,steemengineteam,philippines-its-time-to-hop-aboard-the-steemengine-2019-02-03,10000,0,2019-02-03 11:15:39
NULL,valenesiana,rorxco,grain-is-good---35mm-2019-1-0-10-18-31,2700,0,2019-02-03 11:15:39
NULL,ashishfromnepal,legitonlinebiz,611p53kp,10000,0,2019-02-03 11:15:39
NULL,screechypeachy,niel96,fkqen96qq,10000,0,2019-02-03 11:15:39
NULL,cnandofer,chbartist,why-is-it-important-to-have-heroes-in-your-life,10000,0,2019-02-03 11:15:39
NULL,ritkaan,krutilla,myths-about-bitcoin-continuation,10000,0,2019-02-03 11:15:39
NULL,isaganispeaks,gguy773,pizza-pockets-6f2cf81c6eeb3,10000,0,2019-02-03 11:15:39
NULL,dpakyaw,chbartist,success-story-7-the-difficult-life-of-selena-gomez-and-how-she-defeated-her-disease,10000,0,2019-02-03 11:15:39
NULL,nieloagranca,monajam,re-celinavisaez-louis-vuitton-earbuds-louis-vuitton-has-stepped-into-the-music-scene-20190203t111144805z,240,0,2019-02-03 11:15:39
NULL,karbon,shasta,wukpz-boulder-sunday,10000,0,2019-02-03 11:15:39
NULL,faheemahmad,chucknorrisfacts,daily-chuck--2019-01-31,10000,0,2019-02-03 11:15:39
NULL,chwaqas,cheese4ead,freak-weather-in-bucharest,10000,0,2019-02-03 11:15:39
NULL,amosermama,steemengineteam,philippines-its-time-to-hop-aboard-the-steemengine-2019-02-03,10000,0,2019-02-03 11:15:39
NULL,steemitboard,peakreal1,locknote-it-s-an-app-but-to-lock-built-for-privacy-purpose,100,0,2019-02-03 11:15:39
NULL,intrepidthinker,gguy773,pizza-pockets-6f2cf81c6eeb3,10000,0,2019-02-03 11:15:39
NULL,rothmans,legitonlinebiz,611p53kp,10000,0,2019-02-03 11:15:39
NULL,carterx7,chbartist,success-story-7-the-difficult-life-of-selena-gomez-and-how-she-defeated-her-disease,10000,0,2019-02-03 11:15:39
NULL,williamsyee,niel96,fkqen96qq,10000,0,2019-02-03 11:15:39
NULL,kamo.munshi,chbartist,why-is-it-important-to-have-heroes-in-your-life,10000,0,2019-02-03 11:15:39
NULL,miladopensador,krutilla,myths-about-bitcoin-continuation,10000,0,2019-02-03 11:15:39
NULL,halloweenday,brumest,2ngkvy-golden-hour-goodness,2500,0,2019-02-03 11:15:39
NULL,hansaplast,steemengineteam,philippines-its-time-to-hop-aboard-the-steemengine-2019-02-03,10000,0,2019-02-03 11:15:39
NULL,merlin7,participant,2wlubc-today-s-breakfast,5,0,2019-02-03 11:15:39
NULL,bitsisteem,charjaim,elmsgrandeamor-wqpsudjgmq,10000,0,2019-02-03 11:15:39
NULL,marymar52,charjaim,elmsgrandeamor-wqpsudjgmq,10000,0,2019-02-03 11:15:39
NULL,marianaceleste,charjaim,elmsgrandeamor-wqpsudjgmq,5000,0,2019-02-03 11:15:39
NULL,ctime,participant,2wlubc-today-s-breakfast,150,0,2019-02-03 11:15:39
NULL,steemhispano,legitonlinebiz,611p53kp,3000,0,2019-02-03 11:15:39
NULL,bluesniper,participant,2wlubc-today-s-breakfast,250,0,2019-02-03 11:15:39
NULL,normelys,charjaim,elmsgrandeamor-wqpsudjgmq,5000,0,2019-02-03 11:15:39
NULL,libe,charjaim,elmsgrandeamor-wqpsudjgmq,5000,0,2019-02-03 11:15:39
NULL,omardrea,charjaim,elmsgrandeamor-wqpsudjgmq,5000,0,2019-02-03 11:15:39
NULL,michelios,road2horizon,waiting-for-guess-again-2-week-2-aspettando-indovina-ancora-2-settimana-2,16,0,2019-02-03 11:15:39
NULL,lhenriquez13,charjaim,elmsgrandeamor-wqpsudjgmq,10000,0,2019-02-03 11:15:39
NULL,joseleogon,charjaim,elmsgrandeamor-wqpsudjgmq,10000,0,2019-02-03 11:15:39
NULL,ahmedfaraz,dadjokeoftheday,daily-joke--2019-01-31,10000,0,2019-02-03 11:15:39
NULL,vjap55,charjaim,elmsgrandeamor-wqpsudjgmq,10000,0,2019-02-03 11:15:39
NULL,juancrdrums,charjaim,elmsgrandeamor-wqpsudjgmq,10000,0,2019-02-03 11:15:39
NULL,yooerlyn,charjaim,elmsgrandeamor-wqpsudjgmq,5000,0,2019-02-03 11:15:39
NULL,zarias2006,charjaim,elmsgrandeamor-wqpsudjgmq,5000,0,2019-02-03 11:15:39
NULL,mariangel.paola,charjaim,elmsgrandeamor-wqpsudjgmq,5000,0,2019-02-03 11:15:39
NULL,crepuscularios,charjaim,elmsgrandeamor-wqpsudjgmq,3000,0,2019-02-03 11:15:39
NULL,gracielaacevedo,charjaim,elmsgrandeamor-wqpsudjgmq,5000,0,2019-02-03 11:15:39
NULL,mosaddekursakib,legitonlinebiz,611p53kp,10000,0,2019-02-03 11:15:39
NULL,drfcozapata,charjaim,elmsgrandeamor-wqpsudjgmq,10000,0,2019-02-03 11:15:39
NULL,joetravels,chbartist,success-story-7-the-difficult-life-of-selena-gomez-and-how-she-defeated-her-disease,10000,0,2019-02-03 11:15:39
NULL,iliasjourney,krutilla,myths-about-bitcoin-continuation,10000,0,2019-02-03 11:15:39
NULL,azulear,charjaim,elmsgrandeamor-wqpsudjgmq,5000,0,2019-02-03 11:15:39
NULL,azis,niel96,fkqen96qq,10000,0,2019-02-03 11:15:39
NULL,ixindamix,reizak,lisbonnelisboapourlesintimes-w5atq80phs,5000,0,2019-02-03 11:15:39
NULL,manugamon,charjaim,elmsgrandeamor-wqpsudjgmq,5000,0,2019-02-03 11:15:39
NULL,williamsyee,gguy773,pizza-pockets-6f2cf81c6eeb3,10000,0,2019-02-03 11:15:39
NULL,jesusbn77,charjaim,elmsgrandeamor-wqpsudjgmq,9000,0,2019-02-03 11:15:39
NULL,psicoluigi,charjaim,elmsgrandeamor-wqpsudjgmq,5000,0,2019-02-03 11:15:39
NULL,franzo,charjaim,elmsgrandeamor-wqpsudjgmq,5000,0,2019-02-03 11:15:39
NULL,nuevorico48,charjaim,elmsgrandeamor-wqpsudjgmq,5000,0,2019-02-03 11:15:39
NULL,millibot,artysteps,purple-water-droplets,500,0,2019-02-03 11:15:39
NULL,jorcam,charjaim,elmsgrandeamor-wqpsudjgmq,8000,0,2019-02-03 11:15:39
NULL,petterjosph,charjaim,elmsgrandeamor-wqpsudjgmq,5000,0,2019-02-03 11:15:39
NULL,lany,charjaim,elmsgrandeamor-wqpsudjgmq,5000,0,2019-02-03 11:15:39
NULL,jheison,charjaim,elmsgrandeamor-wqpsudjgmq,5000,0,2019-02-03 11:15:39
NULL,pazulang,megafart,re-jaki01-germany-is-getting-so-dirty-deutschland-wird-immer-vermuellter-20190128t215613187z,9350,0,2019-02-03 11:15:39
NULL,sayury,charjaim,elmsgrandeamor-wqpsudjgmq,5000,0,2019-02-03 11:15:39
NULL,noritza,charjaim,elmsgrandeamor-wqpsudjgmq,5000,0,2019-02-03 11:15:39
NULL,glory001,steemengineteam,philippines-its-time-to-hop-aboard-the-steemengine-2019-02-03,10000,0,2019-02-03 11:15:39
NULL,brianhphotos,zhangfapei,cg-diagram-appreciation-cg-70,10000,0,2019-02-03 11:15:39
NULL,marivic10,charjaim,elmsgrandeamor-wqpsudjgmq,5000,0,2019-02-03 11:15:39
NULL,derrotero,charjaim,elmsgrandeamor-wqpsudjgmq,5000,0,2019-02-03 11:15:39
NULL,kikegil,charjaim,elmsgrandeamor-wqpsudjgmq,5000,0,2019-02-03 11:15:39
NULL,venajedrez,charjaim,elmsgrandeamor-wqpsudjgmq,10000,0,2019-02-03 11:15:39
NULL,jkohen,charjaim,elmsgrandeamor-wqpsudjgmq,5000,0,2019-02-03 11:15:39
NULL,steemitri,ivansnz,8ukbvckw,4600,0,2019-02-03 11:15:39
NULL,igrinov,gguy773,pizza-pockets-6f2cf81c6eeb3,10000,0,2019-02-03 11:15:39
NULL,sawko,charjaim,elmsgrandeamor-wqpsudjgmq,10000,0,2019-02-03 11:15:39
NULL,sunsea,chbartist,success-story-7-the-difficult-life-of-selena-gomez-and-how-she-defeated-her-disease,10000,0,2019-02-03 11:15:39
NULL,royer94,charjaim,elmsgrandeamor-wqpsudjgmq,5000,0,2019-02-03 11:15:39
NULL,readrun,legitonlinebiz,611p53kp,10000,0,2019-02-03 11:15:39
NULL,wizzybright,krutilla,myths-about-bitcoin-continuation,10000,0,2019-02-03 11:15:39
NULL,reazuliqbal,monajam,re-asadchughtai-iglassbot-w120-smart-window-wooden-floor-and-tiles-cleaning-robot-20190203t111950998z,200,0,2019-02-03 11:15:39
NULL,okutavio,niel96,fkqen96qq,2000,0,2019-02-03 11:15:39
NULL,dailygospel,niel96,fkqen96qq,10000,0,2019-02-03 11:15:39
NULL,drakitogama,niel96,fkqen96qq,10000,0,2019-02-03 11:15:39
NULL,minthike,udow,musterdepot-mit-discount-zertifikaten-wir-liegen-wieder-vor-dem-dax,10000,0,2019-02-03 11:15:39
NULL,rodrigoromellon,niel96,fkqen96qq,3000,0,2019-02-03 11:15:39
NULL,fjgb,niel96,fkqen96qq,10000,0,2019-02-03 11:15:39
NULL,gapel,steemengineteam,philippines-its-time-to-hop-aboard-the-steemengine-2019-02-03,10000,0,2019-02-03 11:15:39
NULL,gladis-bautista,niel96,fkqen96qq,3000,0,2019-02-03 11:15:39
